mapping_id,database_version,source_schema,source_table,itemid,source_label,clinical_variable,analysis_role,decision,rationale,reviewer,reviewed_on,evidence_reference,notes
EN_SIP_227979,MIMIC-IV 3.1,mimiciv_icu,inputevents,227979,Boost Glucose Control (Full),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Boost Glucose Control; n_rows=3125; author_instructed_grok_tiebreak
EN_SIP_228352,MIMIC-IV 3.1,mimiciv_icu,inputevents,228352,Enlive (1/2),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Enlive; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_228353,MIMIC-IV 3.1,mimiciv_icu,inputevents,228353,Enlive (1/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Enlive; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_228354,MIMIC-IV 3.1,mimiciv_icu,inputevents,228354,Enlive (3/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Enlive; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_228355,MIMIC-IV 3.1,mimiciv_icu,inputevents,228355,Enlive (Full),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Enlive; n_rows=148; author_instructed_grok_tiebreak
EN_SIP_226876,MIMIC-IV 3.1,mimiciv_icu,inputevents,226876,Ensure (1/2),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_227091,MIMIC-IV 3.1,mimiciv_icu,inputevents,227091,Ensure (1/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_226875,MIMIC-IV 3.1,mimiciv_icu,inputevents,226875,Ensure (3/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure; n_rows=1; author_instructed_grok_tiebreak
EN_SIP_225937,MIMIC-IV 3.1,mimiciv_icu,inputevents,225937,Ensure (Full),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure; n_rows=883; author_instructed_grok_tiebreak
EN_SIP_229294,MIMIC-IV 3.1,mimiciv_icu,inputevents,229294,Ensure Clear (Full),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure Clear; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_226879,MIMIC-IV 3.1,mimiciv_icu,inputevents,226879,Ensure Plus (1/2),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure Plus; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_227092,MIMIC-IV 3.1,mimiciv_icu,inputevents,227092,Ensure Plus (1/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure Plus; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_226878,MIMIC-IV 3.1,mimiciv_icu,inputevents,226878,Ensure Plus (3/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure Plus; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_226877,MIMIC-IV 3.1,mimiciv_icu,inputevents,226877,Ensure Plus (Full),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Ensure Plus; n_rows=212; author_instructed_grok_tiebreak
EN_SIP_228356,MIMIC-IV 3.1,mimiciv_icu,inputevents,228356,Glucerna (1/2),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Glucerna; n_rows=18; author_instructed_grok_tiebreak
EN_SIP_228357,MIMIC-IV 3.1,mimiciv_icu,inputevents,228357,Glucerna (1/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Glucerna; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_228358,MIMIC-IV 3.1,mimiciv_icu,inputevents,228358,Glucerna (3/4),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Glucerna; n_rows=0; author_instructed_grok_tiebreak
EN_SIP_228359,MIMIC-IV 3.1,mimiciv_icu,inputevents,228359,Glucerna (Full),qualifying_en,exposure,exclude,Oral sip-feed products without event-table proof of tube delivery; Ensure/Ensure Plus also carry 15-Supplements. Protocol excludes oral sip feeds from qualifying EN. Grok tiebreak under author instruction 2026-08-30; joins hy4 exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B02; family=Glucerna; n_rows=1510; author_instructed_grok_tiebreak
LAB_OPT_50862,MIMIC-IV 3.1,mimiciv_hosp,labevents,50862,Albumin,albumin,baseline_or_time_varying_covariate,exclude,Optional covariate labs not required for the itemid lock. Excluded from this mapping. Grok tiebreak under author instruction 2026-08-30; joins Codex exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B15; author_instructed_grok_tiebreak
LAB_OPT_51265,MIMIC-IV 3.1,mimiciv_hosp,labevents,51265,Platelet Count,platelet,baseline_or_time_varying_covariate,exclude,Optional covariate labs not required for the itemid lock. Excluded from this mapping. Grok tiebreak under author instruction 2026-08-30; joins Codex exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B15; author_instructed_grok_tiebreak
LAB_OPT_51301,MIMIC-IV 3.1,mimiciv_hosp,labevents,51301,White Blood Cells,wbc,baseline_or_time_varying_covariate,exclude,Optional covariate labs not required for the itemid lock. Excluded from this mapping. Grok tiebreak under author instruction 2026-08-30; joins Codex exclude.,grok,2026-08-30,reviews/dual-model-ballot-20260830.md; reviews/dual-model-vote-20260830.md; reviews/grok-tiebreak-B02-B15-20260830.md,ballot=B15; author_instructed_grok_tiebreak
